,timestamp,source_ip,destination_ip,protocol,source_port,destination_port,packet_length,flags,threat,is_danger
4703,2024-04-13 13:59:21,247.109.65.55,248.12.169.61,TCP,49333,49134,413,PRU,Normal,False
4704,2024-04-13 15:05:45,161.125.242.140,133.97.2.94,UDP,30619,19282,515,SRR,Normal,False
4705,2024-04-13 11:51:25,40.168.244.197,64.18.160.35,TCP,18479,31810,475,UFR,Normal,False
4706,2024-04-13 08:20:23,60.90.81.228,3.197.98.254,TCP,4991,10036,1031,AUS,Normal,False
4707,2024-04-13 12:05:59,184.237.60.147,239.150.36.228,TCP,41269,31647,1469,AFS,Normal,False
4708,2024-04-13 05:52:03,114.130.178.116,175.52.195.162,TCP,9464,35188,560,PUF,Normal,False
4709,2024-04-13 03:01:53,242.208.221.205,99.11.135.243,UDP,4301,41184,80,FRU,Normal,False
4710,2024-04-13 04:23:34,162.168.25.28,131.46.93.84,UDP,58787,42571,508,SFP,Normal,False
4711,2024-04-13 14:36:30,223.183.179.84,140.240.81.49,TCP,58697,32403,1113,SFA,Normal,False
4712,2024-04-13 19:03:33,99.159.51.122,169.65.90.246,TCP,46882,31060,1266,PAA,Normal,False
4713,2024-04-13 04:54:27,230.224.162.255,94.129.90.11,TCP,33003,60144,788,URP,Normal,False
4714,2024-04-13 11:28:52,102.53.105.39,12.161.246.225,TCP,55725,38351,445,RPP,Normal,False
4715,2024-04-13 07:42:57,116.226.119.164,1.22.223.42,TCP,26087,23509,71,SRA,Normal,False
4716,2024-04-13 21:44:33,96.78.53.38,79.13.27.242,TCP,2888,44012,95,SAF,Normal,False
4717,2024-04-13 11:55:48,130.95.120.183,197.192.112.64,UDP,25081,25499,601,AAP,Phishing,True
4718,2024-04-13 05:18:29,212.231.20.204,124.133.224.72,UDP,38531,42938,402,UFP,Normal,False
4719,2024-04-13 17:34:46,68.164.166.228,170.132.101.115,UDP,10933,58318,321,RAF,Normal,False
4720,2024-04-13 06:47:11,72.59.16.159,212.189.69.205,TCP,34404,30082,1157,APS,Normal,False
4721,2024-04-13 00:03:00,200.222.231.58,12.133.64.20,UDP,8964,39016,1096,FUS,Normal,False
4722,2024-04-13 23:29:13,20.105.244.221,70.25.251.47,TCP,22726,25644,1423,SFF,Normal,False
4723,2024-04-13 23:26:09,221.165.176.36,6.219.97.62,UDP,36299,2618,603,FPR,Normal,False
4724,2024-04-13 07:42:25,123.17.190.62,140.144.169.143,TCP,45497,63710,390,ASP,Normal,False
4725,2024-04-13 04:50:15,133.118.235.53,100.205.166.243,UDP,35210,40207,1151,UPU,Normal,False
4726,2024-04-13 12:39:28,240.156.141.98,72.1.153.142,TCP,39957,3162,1040,PSR,Normal,False
4727,2024-04-13 06:42:10,214.136.152.183,186.134.235.177,UDP,59285,38153,556,ARR,Normal,False
4728,2024-04-13 02:42:50,141.169.59.236,140.49.25.85,TCP,55263,19833,215,UAS,Normal,False
4729,2024-04-13 22:14:28,125.105.34.40,231.194.29.156,TCP,1723,19133,1209,URA,Normal,False
4730,2024-04-13 16:41:17,192.60.17.95,168.254.18.139,UDP,14693,63010,297,PFR,Normal,False
4731,2024-04-13 11:25:12,242.232.87.186,178.200.123.1,UDP,35265,4198,373,AUU,Normal,False
4732,2024-04-13 16:17:27,146.30.47.219,151.203.133.220,UDP,48642,29250,1416,SFA,Normal,False
4733,2024-04-13 19:58:12,58.162.146.15,69.56.168.179,TCP,31969,10524,767,URA,Normal,False
4734,2024-04-13 23:39:33,2.117.5.63,25.173.66.122,TCP,25972,57763,814,UFU,Normal,False
4735,2024-04-13 17:09:24,220.222.246.115,58.120.135.255,TCP,53559,62542,414,FAF,Normal,False
4736,2024-04-13 00:36:37,125.252.163.46,25.173.100.98,UDP,13528,55396,1162,UUP,Normal,False
4737,2024-04-13 11:14:26,9.158.223.27,42.113.20.133,TCP,36407,18513,379,UPS,Normal,False
4738,2024-04-13 01:41:47,4.169.246.59,213.74.150.8,UDP,61030,11927,135,UPA,Normal,False
4739,2024-04-13 23:37:59,195.16.170.83,150.177.161.118,UDP,7650,54313,550,ARU,Normal,False
4740,2024-04-13 23:33:17,65.235.157.112,21.46.10.184,UDP,56257,48536,440,AUF,Normal,False
4741,2024-04-13 22:09:22,194.234.32.206,86.115.195.163,UDP,15380,63532,186,PPF,Normal,False
4742,2024-04-13 08:56:49,124.172.215.203,191.253.104.174,TCP,48967,9449,551,RAU,Normal,False
4743,2024-04-13 20:08:59,207.204.48.201,65.113.161.62,UDP,40731,23959,655,SRA,Normal,False
4744,2024-04-13 22:50:33,124.39.46.120,12.147.149.57,TCP,24733,48685,843,PSP,Normal,False
4745,2024-04-13 03:30:56,161.254.240.159,235.216.167.171,UDP,36179,58056,1051,UAU,Normal,False
4746,2024-04-13 12:16:27,121.96.250.106,58.195.125.231,UDP,30144,45446,788,RPU,Normal,False
4747,2024-04-13 05:45:08,70.61.71.109,244.230.248.75,TCP,10094,26153,451,FFR,Normal,False
4748,2024-04-13 10:42:02,123.116.92.190,90.58.250.36,TCP,52471,29634,1038,RSU,Normal,False
4749,2024-04-13 12:04:08,59.90.144.199,61.49.129.59,UDP,39733,991,279,FPR,Normal,False
4750,2024-04-13 16:05:04,95.130.211.27,40.69.143.100,TCP,29243,55692,139,RPU,Normal,False
4751,2024-04-13 23:56:24,84.216.213.214,1.207.209.95,TCP,56392,40715,537,SUP,Normal,False
4752,2024-04-13 07:56:16,125.91.70.193,103.66.5.34,TCP,21352,37341,864,UPR,Normal,False
4753,2024-04-13 15:37:26,132.19.173.229,167.102.140.226,UDP,28667,18234,1458,SPS,Normal,False
4754,2024-04-13 01:19:17,13.194.233.102,1.134.167.234,TCP,52271,47638,197,FFA,Normal,False
4755,2024-04-13 16:27:49,158.179.105.128,81.50.109.161,UDP,43018,20034,471,ARF,Normal,False
4756,2024-04-13 21:30:21,100.221.67.250,199.106.164.85,UDP,34880,7188,1048,RPR,Normal,False
4757,2024-04-13 05:48:58,93.201.1.227,252.2.145.194,UDP,40739,19204,547,FPA,Normal,False
4758,2024-04-13 04:59:51,184.97.139.8,216.79.167.0,TCP,10593,47139,556,RUR,Normal,False
4759,2024-04-13 18:30:55,81.38.37.11,129.36.201.112,UDP,43919,34907,403,SFS,Normal,False
4760,2024-04-13 07:42:46,123.148.22.111,208.93.28.167,UDP,42092,50982,525,FSF,Normal,False
4761,2024-04-13 14:49:16,121.190.70.235,251.221.200.36,TCP,35680,31084,551,SUA,Normal,False
4762,2024-04-13 23:07:49,47.198.27.94,65.211.212.26,UDP,23957,10581,1297,PPA,Normal,False
4763,2024-04-13 20:06:12,4.30.58.207,219.193.133.124,UDP,56491,47989,1472,PSS,Normal,False
4764,2024-04-13 04:34:12,70.157.118.205,146.135.42.69,UDP,33961,17668,1112,PSU,Normal,False
4765,2024-04-13 10:23:09,177.190.23.56,221.76.160.151,TCP,57141,40493,480,FFP,Normal,False
4766,2024-04-13 08:06:16,210.178.133.16,173.146.241.232,TCP,22357,12874,351,ASS,Normal,False
4767,2024-04-13 21:28:52,180.17.91.223,50.183.181.21,TCP,24521,33785,1060,AFA,Malware,True
4768,2024-04-13 11:27:14,246.81.241.38,225.182.89.29,UDP,36560,37658,656,FFS,Normal,False
4769,2024-04-13 22:47:51,94.31.52.30,221.173.164.94,UDP,3881,38873,1371,SFR,Normal,False
4770,2024-04-13 19:20:14,187.197.156.218,1.171.163.73,TCP,24340,50198,389,SFS,Normal,False
4771,2024-04-13 15:09:31,146.8.191.50,27.58.152.223,TCP,7600,8904,351,SPR,Normal,False
4772,2024-04-13 06:45:46,121.228.100.248,17.191.177.70,UDP,1030,64136,842,UPP,Normal,False
4773,2024-04-13 15:49:36,109.197.125.69,119.143.250.251,UDP,59831,60236,1389,UUU,Normal,False
4774,2024-04-13 18:35:32,140.33.23.230,32.16.124.94,TCP,38551,26553,1249,RAS,Normal,False
4775,2024-04-13 17:12:20,38.164.118.52,225.111.252.142,TCP,8024,45404,1249,SAU,Normal,False
4776,2024-04-13 10:34:24,60.164.116.71,4.206.237.209,UDP,44868,36845,122,SRF,Normal,False
4777,2024-04-13 15:13:11,124.146.186.191,82.255.248.163,TCP,48385,26218,192,FUA,Normal,False
4778,2024-04-13 23:58:24,161.150.134.238,124.115.123.124,UDP,42172,32779,58,UFS,Normal,False
4779,2024-04-13 17:00:15,212.222.120.45,158.72.141.10,TCP,52434,62340,1494,RSS,Normal,False
4780,2024-04-13 09:58:23,218.219.209.168,40.163.28.110,TCP,62974,13143,1245,SRP,Normal,False
4781,2024-04-13 21:13:43,77.1.108.56,196.249.206.198,TCP,55551,61512,623,SUS,Normal,False
4782,2024-04-13 20:18:11,64.60.178.160,149.39.235.96,UDP,44983,46445,1069,UAR,Normal,False
4783,2024-04-13 04:18:24,81.46.75.80,111.176.97.241,TCP,54281,64132,60,PAA,Normal,False
4784,2024-04-13 10:56:46,126.137.221.76,251.234.102.195,UDP,49411,16602,869,RAP,Normal,False
4785,2024-04-13 02:14:00,235.214.162.81,205.245.227.101,UDP,21138,30925,283,USR,Normal,False
4786,2024-04-13 10:13:34,229.86.101.18,150.172.144.243,TCP,49545,59360,260,UUA,Normal,False
4787,2024-04-13 18:52:03,88.217.173.143,242.157.226.150,TCP,43640,19763,288,AAA,Normal,False
4788,2024-04-13 12:06:35,241.192.149.239,66.210.167.152,UDP,11428,54200,569,FAR,Normal,False
4789,2024-04-13 00:52:28,27.98.108.58,24.40.13.120,UDP,16710,17347,188,UFP,Normal,False
4790,2024-04-13 08:28:46,98.155.93.166,144.49.174.46,UDP,43689,42092,108,SPA,Normal,False
4791,2024-04-13 16:28:15,157.81.172.20,176.201.185.126,UDP,17265,24963,975,SFS,Normal,False
4792,2024-04-13 04:08:43,68.43.192.64,198.220.28.180,UDP,48697,27913,709,RPR,Normal,False
4793,2024-04-13 02:42:35,197.94.118.166,108.45.243.192,TCP,16330,53417,386,SUS,Normal,False
4794,2024-04-13 11:36:12,32.201.179.160,40.42.142.116,UDP,42657,52653,334,RPA,Normal,False
4795,2024-04-13 14:29:42,83.180.163.169,150.219.45.150,TCP,54564,49871,885,FFS,Normal,False
4796,2024-04-13 06:41:32,70.199.215.139,204.169.55.162,TCP,62001,58562,970,SAR,Normal,False
4797,2024-04-13 23:08:55,140.176.216.204,189.43.44.203,TCP,31391,50905,1297,UAA,Normal,False
4798,2024-04-13 12:44:20,68.147.35.77,139.69.54.151,UDP,21733,65193,1240,RPP,Normal,False
4799,2024-04-13 21:16:27,37.200.212.227,123.103.21.34,UDP,9189,24708,1093,RUS,Normal,False
4800,2024-04-13 00:14:37,184.213.65.94,69.27.244.80,TCP,47449,11853,535,UUA,Normal,False
4801,2024-04-13 16:21:38,96.152.108.44,114.116.32.45,UDP,60292,17663,1031,FPU,Normal,False
4802,2024-04-13 09:13:22,198.213.182.92,239.67.99.80,TCP,46767,61277,224,PUP,Normal,False
4803,2024-04-13 19:51:16,29.59.12.194,149.67.80.168,UDP,32803,58777,1248,AFF,Normal,False
4804,2024-04-13 05:16:38,253.144.99.204,92.130.79.81,UDP,48560,32684,218,UFP,Normal,False
4805,2024-04-13 18:31:42,38.44.198.65,176.250.224.67,TCP,13784,7252,760,PAU,Normal,False
4806,2024-04-13 00:08:31,160.56.244.171,134.145.183.30,TCP,33715,28140,1437,FAA,Normal,False
4807,2024-04-13 21:39:18,94.236.192.30,214.165.12.80,TCP,33730,11770,335,SPA,Normal,False
4808,2024-04-13 12:14:15,207.162.122.67,32.36.247.27,UDP,4441,27093,1088,SUS,Normal,False
4809,2024-04-13 20:47:14,43.166.112.28,20.174.79.165,TCP,57077,30433,267,UUA,Normal,False
4810,2024-04-13 06:49:51,65.222.242.112,133.19.64.28,TCP,15477,19136,164,RPF,Normal,False
4811,2024-04-13 02:41:54,122.183.31.92,7.225.241.107,UDP,16412,22285,1033,RSF,Normal,False
4812,2024-04-13 06:36:14,162.148.97.186,172.9.92.121,UDP,44604,21881,409,SSU,Normal,False
4813,2024-04-13 22:01:15,120.96.7.24,181.115.222.51,TCP,25631,24566,866,UUR,Normal,False
4814,2024-04-13 00:52:52,85.44.58.61,134.172.155.143,TCP,51811,6755,782,FPR,Normal,False
4815,2024-04-13 19:46:32,254.84.174.140,133.8.188.189,UDP,1973,27762,1141,SPU,Normal,False
4816,2024-04-13 20:47:11,181.142.38.139,168.236.97.81,UDP,42059,3187,1500,AUS,Normal,False
4817,2024-04-13 22:53:05,213.82.137.181,53.50.111.110,UDP,52677,14991,636,SAR,DNS_Amplification,True
4818,2024-04-13 02:41:45,144.153.136.64,124.246.106.25,TCP,45456,37109,1485,FFU,Normal,False
4819,2024-04-13 13:24:00,136.149.18.81,199.136.36.118,TCP,21993,31755,570,RSS,Normal,False
4820,2024-04-13 15:35:21,62.195.180.239,48.42.118.203,TCP,463,5766,295,RRS,Normal,False
4821,2024-04-13 09:19:26,2.242.109.206,34.224.88.154,UDP,21402,62930,1239,RPR,Normal,False
4822,2024-04-13 12:51:51,88.72.194.61,28.147.88.243,UDP,62638,37742,974,SRA,Normal,False
4823,2024-04-13 16:28:29,182.26.237.246,105.159.239.112,UDP,8791,25836,153,FAU,Normal,False
4824,2024-04-13 14:08:56,52.173.231.79,187.76.86.189,TCP,39145,7042,254,PUA,Normal,False
4825,2024-04-13 20:28:14,58.189.35.84,178.164.185.98,UDP,3352,59212,1480,RFA,Normal,False
4826,2024-04-13 07:30:51,233.242.4.228,210.246.105.38,UDP,29858,1256,1372,FRF,Normal,False
4827,2024-04-13 13:07:13,19.94.134.57,141.118.57.235,UDP,8147,42535,1052,AUF,Normal,False
4828,2024-04-13 03:38:18,130.115.134.18,251.25.145.138,UDP,10860,26119,1192,FPF,Normal,False
4829,2024-04-13 11:26:25,204.231.135.185,209.197.212.212,TCP,27916,49118,1326,RSP,Normal,False
4830,2024-04-13 05:32:14,87.18.14.77,87.72.13.221,TCP,21359,43711,1474,SPF,Normal,False
4831,2024-04-13 03:40:58,55.207.64.92,176.196.254.148,TCP,35399,27326,780,FSR,Normal,False
4832,2024-04-13 23:33:02,127.134.108.184,85.227.40.38,UDP,42679,60096,219,RFF,Normal,False
4833,2024-04-13 08:30:48,120.117.105.2,125.206.93.159,UDP,2798,9112,1135,AUR,Normal,False
4834,2024-04-13 21:47:53,93.245.47.130,36.175.122.104,UDP,34100,47113,368,PSR,Normal,False
4835,2024-04-13 19:19:12,220.105.203.2,241.17.191.107,TCP,4075,60891,862,FRR,Normal,False
4836,2024-04-13 04:09:39,206.179.157.18,95.206.105.129,UDP,19103,16521,438,PSS,Normal,False
4837,2024-04-13 05:19:22,114.132.197.50,120.74.98.214,TCP,2351,11107,577,RSR,Normal,False
4838,2024-04-13 22:16:44,102.39.179.127,229.97.214.140,TCP,3428,35291,299,UUR,Normal,False
4839,2024-04-13 09:54:15,200.130.146.192,28.109.186.48,TCP,42718,2215,1071,RSU,Normal,False
4840,2024-04-13 00:36:04,116.251.40.0,207.231.89.244,TCP,28831,34412,157,SFF,Normal,False
4841,2024-04-13 21:43:27,184.203.102.67,146.76.86.100,UDP,54314,26310,958,UFA,Normal,False
4842,2024-04-13 01:18:32,33.229.215.92,110.42.140.89,UDP,8392,45287,1153,PFS,Normal,False
4843,2024-04-13 23:55:29,38.129.239.36,59.137.94.228,TCP,63484,27332,412,SFR,Normal,False
4844,2024-04-13 07:27:32,178.57.80.37,234.18.0.244,TCP,30830,62381,1383,AUR,Normal,False
4845,2024-04-13 20:28:13,21.233.168.255,50.242.137.6,UDP,22273,3222,1482,FFP,Normal,False
4846,2024-04-13 08:40:04,34.35.107.1,10.183.72.36,TCP,5576,3018,401,USR,Normal,False
4847,2024-04-13 06:47:42,186.158.85.202,139.82.144.112,TCP,27450,21391,598,FUP,Normal,False
4848,2024-04-13 10:25:53,184.101.133.227,225.188.65.222,TCP,12622,58897,175,FFU,Normal,False
4849,2024-04-13 13:42:25,88.198.54.155,7.106.50.193,UDP,61314,25610,998,FAU,Normal,False
4850,2024-04-13 23:22:49,28.86.195.208,63.121.219.96,TCP,48369,62595,481,PRP,Normal,False
4851,2024-04-13 15:41:53,254.96.114.27,138.125.91.225,TCP,17091,63298,1412,PAU,Normal,False
4852,2024-04-13 10:28:10,11.12.225.128,180.97.228.78,UDP,48202,17928,551,FAR,Normal,False
4853,2024-04-13 01:38:00,236.138.101.237,23.35.148.139,TCP,37505,21889,1193,URA,Normal,False
4854,2024-04-13 08:53:29,59.104.228.140,228.98.123.174,UDP,18952,15618,1259,PFR,Normal,False
4855,2024-04-13 12:43:26,187.41.216.113,192.131.244.1,TCP,32952,32625,1139,PUP,Normal,False
4856,2024-04-13 17:17:06,116.168.151.187,16.111.184.255,TCP,55059,56943,801,PFU,Normal,False
4857,2024-04-13 16:35:56,73.97.84.145,7.133.10.64,UDP,64740,22408,1410,PRU,Normal,False
4858,2024-04-13 11:32:29,171.108.24.216,65.226.100.184,TCP,3272,11154,373,RSF,Normal,False
4859,2024-04-13 22:26:23,140.161.16.253,174.11.192.66,UDP,35699,1814,511,FAP,Normal,False
4860,2024-04-13 00:51:37,48.28.86.100,102.228.252.47,UDP,48907,2563,92,USA,Normal,False
4861,2024-04-13 03:29:39,102.203.29.182,38.188.104.99,TCP,24990,1367,1385,SFR,Normal,False
4862,2024-04-13 21:44:33,53.125.59.104,244.45.221.99,TCP,61023,55144,417,UFP,Normal,False
4863,2024-04-13 09:38:56,166.111.204.46,244.19.106.46,UDP,9087,1928,748,RFU,Normal,False
4864,2024-04-13 06:18:08,89.35.79.42,90.16.153.248,TCP,21892,22704,1237,AFF,Normal,False
4865,2024-04-13 04:22:25,77.180.186.38,199.78.248.82,TCP,55046,11602,843,FPP,Normal,False
4866,2024-04-13 03:49:46,158.26.222.136,139.107.189.239,UDP,8242,46286,812,PUU,Normal,False
4867,2024-04-13 06:53:22,210.236.237.15,6.92.160.155,UDP,28811,1030,1049,PPS,Malware,True
4868,2024-04-13 20:40:27,90.196.106.216,215.165.44.166,TCP,7231,15425,1344,FSA,Normal,False
4869,2024-04-13 07:33:48,2.49.205.15,48.74.202.84,UDP,10942,20501,1347,PUR,Normal,False
4870,2024-04-13 00:43:17,67.147.52.1,166.119.138.136,UDP,4584,29120,237,UAU,Normal,False
4871,2024-04-13 02:09:17,175.74.203.210,55.207.152.35,TCP,26987,33219,1288,SSR,Normal,False
4872,2024-04-13 06:21:14,221.225.37.42,204.181.216.83,TCP,7254,57221,441,FSP,Normal,False
4873,2024-04-13 06:29:08,141.82.144.40,132.232.31.16,UDP,3941,46236,128,FRP,Normal,False
4874,2024-04-13 02:05:42,57.164.61.164,174.243.132.146,TCP,724,2980,513,FRU,Normal,False
4875,2024-04-13 14:26:11,80.177.70.35,119.218.69.29,TCP,22531,50278,548,RUS,Normal,False
4876,2024-04-13 05:44:46,75.18.87.35,134.197.119.33,TCP,14296,1351,940,UAF,Normal,False
4877,2024-04-13 19:18:08,164.20.170.220,40.136.54.7,UDP,13350,14554,1285,UAR,Normal,False
4878,2024-04-13 20:01:16,61.187.210.148,228.115.31.167,TCP,42594,35478,647,SPR,Normal,False
4879,2024-04-13 21:05:47,163.217.59.194,170.105.249.16,UDP,52907,61453,1044,RFR,Normal,False
4880,2024-04-13 09:09:33,180.67.243.145,196.23.244.95,TCP,8048,62590,579,RPF,Normal,False
4881,2024-04-13 00:30:40,81.59.247.211,221.114.232.25,UDP,15514,65397,349,SRR,Normal,False
4882,2024-04-13 01:28:37,26.169.65.17,108.142.22.92,UDP,12027,6916,536,USR,Normal,False
4883,2024-04-13 12:24:04,161.41.106.129,133.43.88.109,TCP,62756,50928,153,RUA,Normal,False
4884,2024-04-13 16:28:46,248.217.100.24,191.103.73.62,UDP,61301,9970,185,UUR,Normal,False
4885,2024-04-13 18:47:14,229.157.38.181,137.68.30.67,TCP,24082,18047,538,RPS,Normal,False
4886,2024-04-13 18:26:49,1.161.245.188,247.199.29.128,UDP,13989,57569,1091,PFA,Normal,False
4887,2024-04-13 08:00:11,229.222.77.44,217.208.159.246,UDP,39990,48352,1442,UAR,Normal,False
4888,2024-04-13 22:40:07,108.52.75.249,195.144.113.147,UDP,40735,32238,902,PFF,Normal,False
4889,2024-04-13 18:12:26,167.206.223.202,187.178.68.65,TCP,46184,42442,85,RFA,Normal,False
4890,2024-04-13 22:27:59,44.209.231.233,23.254.115.88,UDP,9066,16659,760,SFF,Normal,False
4891,2024-04-13 22:12:05,125.246.214.154,239.81.144.198,UDP,10008,38226,766,FSS,Normal,False
4892,2024-04-13 00:43:52,178.63.194.132,105.179.105.192,TCP,28479,54274,1457,SRF,Normal,False
4893,2024-04-13 13:43:34,95.207.126.33,205.110.16.205,TCP,62380,21191,629,AFA,Normal,False
4894,2024-04-13 01:14:33,214.220.198.222,70.233.23.88,UDP,47783,56605,465,SPR,Normal,False
4895,2024-04-13 10:24:52,51.144.98.105,94.108.51.220,UDP,28895,8417,134,SUU,Normal,False
4896,2024-04-13 07:20:34,14.251.194.229,65.200.84.180,UDP,50654,8447,805,APP,Normal,False
4897,2024-04-13 07:40:09,51.13.10.51,177.159.222.255,TCP,39944,26441,122,PFF,Normal,False
4898,2024-04-13 13:55:33,100.26.140.86,119.3.168.63,TCP,48016,28994,1354,AUU,Normal,False
4899,2024-04-13 02:12:48,63.165.16.66,20.218.2.73,UDP,49901,57542,734,PAF,Normal,False
4900,2024-04-13 02:22:54,207.123.72.207,27.205.9.68,UDP,38629,64616,294,PUP,Normal,False
4901,2024-04-13 15:16:12,227.51.50.74,138.109.123.25,TCP,23658,28724,1154,AFF,Normal,False
4902,2024-04-13 13:43:32,120.246.221.40,112.140.147.83,TCP,37646,32241,1447,RRR,Normal,False
4903,2024-04-13 04:53:22,141.164.56.82,242.67.136.81,TCP,47421,50557,1235,AUR,Normal,False
4904,2024-04-13 00:04:47,24.101.146.16,129.9.197.12,UDP,7061,20452,763,UAS,Normal,False
4905,2024-04-13 19:34:03,232.172.179.196,98.32.66.192,UDP,10486,38240,798,ARS,Normal,False
4906,2024-04-13 23:21:04,196.203.157.94,136.113.35.127,TCP,18069,38849,878,SAP,Normal,False
4907,2024-04-13 06:54:06,228.39.71.119,58.48.165.99,UDP,16058,14404,727,UFR,Normal,False
4908,2024-04-13 15:53:56,71.137.216.198,175.29.116.80,UDP,55451,63515,412,UFU,Normal,False
4909,2024-04-13 14:13:29,156.255.26.67,199.35.238.105,UDP,35193,11876,856,AUR,Normal,False
4910,2024-04-13 00:20:11,157.172.22.73,240.61.2.184,TCP,48319,55693,1328,RSU,Normal,False
4911,2024-04-13 23:20:39,13.9.23.64,3.86.131.225,UDP,2660,2981,1383,PAP,Normal,False
4912,2024-04-13 10:34:10,238.85.248.64,78.176.214.203,TCP,37887,63075,813,SFA,Normal,False
4913,2024-04-13 05:13:29,138.164.191.104,18.203.217.223,UDP,39454,6002,490,FAF,Normal,False
4914,2024-04-13 19:32:39,171.72.12.142,170.111.16.156,UDP,54369,62512,1033,PAR,Normal,False
4915,2024-04-13 16:33:41,83.200.107.219,182.120.8.29,UDP,13870,46322,136,PRR,Normal,False
4916,2024-04-13 04:52:24,177.3.13.157,187.114.151.136,UDP,31511,6041,1147,FFS,Normal,False
4917,2024-04-13 00:16:39,29.106.77.109,46.51.74.107,TCP,64359,35245,256,SAS,DNS_Poisoning,True
4918,2024-04-13 01:26:56,18.112.62.212,5.75.152.0,TCP,57701,39747,981,FSR,Normal,False
4919,2024-04-13 04:48:36,241.127.76.163,8.232.51.89,UDP,34116,63827,1329,AUS,Normal,False
4920,2024-04-13 18:37:01,51.85.64.35,1.219.214.110,TCP,1232,41665,1081,UUF,Normal,False
4921,2024-04-13 11:45:36,170.54.92.45,254.114.85.108,UDP,27978,31783,1220,FFS,Normal,False
4922,2024-04-13 01:28:30,108.127.233.92,235.177.86.63,UDP,11518,8323,469,AUF,Normal,False
4923,2024-04-13 19:10:56,251.98.98.120,63.224.179.101,TCP,59031,27046,1412,FUR,Normal,False
4924,2024-04-13 12:11:31,125.227.248.113,89.92.64.203,UDP,24303,62161,1239,SPU,Normal,False
4925,2024-04-13 03:04:10,165.178.23.21,40.166.38.12,UDP,7027,26018,1157,SFU,Normal,False
4926,2024-04-13 04:43:59,199.231.225.45,91.117.213.59,UDP,59915,50518,936,SAP,Normal,False
4927,2024-04-13 14:07:12,126.1.117.103,15.102.218.30,TCP,51560,47379,53,SRS,Normal,False
4928,2024-04-13 18:06:24,180.155.96.3,107.38.252.176,UDP,14977,31936,150,AUP,Normal,False
4929,2024-04-13 08:22:33,71.19.147.147,97.33.97.204,UDP,61302,26082,1022,SFU,Normal,False
4930,2024-04-13 23:14:50,182.47.211.138,243.162.177.203,UDP,45061,58952,833,FFR,Normal,False
4931,2024-04-13 17:34:55,23.172.39.146,58.40.77.187,TCP,33916,9903,840,FFU,Normal,False
4932,2024-04-13 04:37:20,25.38.41.175,221.99.209.182,UDP,62507,45464,1317,SFF,Normal,False
4933,2024-04-13 00:35:44,143.4.182.152,105.143.70.236,TCP,56323,42837,75,RUF,Normal,False
4934,2024-04-13 23:29:01,98.52.38.23,40.141.172.20,UDP,40749,17033,899,RRA,Normal,False
4935,2024-04-13 22:45:26,139.34.155.29,128.189.236.4,UDP,46842,30679,230,RSA,Normal,False
4936,2024-04-13 16:36:19,10.57.69.199,102.227.36.178,TCP,63709,2242,205,UFS,Normal,False
4937,2024-04-13 02:30:56,212.225.241.163,247.28.26.238,UDP,25905,10024,704,PPR,Normal,False
4938,2024-04-13 06:19:38,84.100.143.167,207.172.145.244,TCP,21221,61858,331,FSP,Normal,False
4939,2024-04-13 08:54:27,234.208.225.33,75.12.153.13,TCP,20665,25708,429,PAP,Normal,False
4940,2024-04-13 04:40:38,163.127.231.23,132.173.57.219,TCP,794,60866,140,RPS,Normal,False
4941,2024-04-13 06:55:05,113.95.159.1,255.215.121.206,TCP,43959,52494,370,SAP,Normal,False
4942,2024-04-13 08:43:13,105.245.189.118,97.91.121.27,TCP,65267,21550,1233,FSU,Normal,False
4943,2024-04-13 17:53:37,231.95.85.170,88.59.195.5,UDP,44150,6144,1395,FSS,Normal,False
4944,2024-04-13 12:33:16,18.155.116.207,245.185.147.206,TCP,47210,22528,383,PRR,Normal,False
4945,2024-04-13 12:57:37,69.3.28.212,70.69.81.205,UDP,60378,14872,983,FUA,Normal,False
4946,2024-04-13 01:32:33,229.245.13.13,214.117.147.65,TCP,44090,23263,400,FFP,Normal,False
4947,2024-04-13 09:09:11,164.110.185.144,3.218.115.152,TCP,34562,7542,212,SUS,Normal,False
4948,2024-04-13 06:36:09,156.38.121.164,222.162.40.133,UDP,63723,2191,329,FRF,Normal,False
4949,2024-04-13 16:14:03,39.143.180.59,137.124.162.90,TCP,41566,14495,495,SRA,Normal,False
4950,2024-04-13 18:39:50,251.79.137.146,242.71.102.88,TCP,7591,21134,1300,SFU,Normal,False
4951,2024-04-13 03:44:22,126.119.240.120,39.98.175.188,UDP,41299,3907,159,PRR,Normal,False
4952,2024-04-13 00:39:01,120.52.62.2,43.124.179.123,UDP,29751,15631,229,AUS,Normal,False
4953,2024-04-13 01:33:00,222.232.151.16,165.182.23.95,UDP,24023,778,305,PUF,Normal,False
4954,2024-04-13 03:49:14,45.91.207.173,177.141.110.42,TCP,14592,52624,188,RUU,Normal,False
4955,2024-04-13 06:26:16,47.65.193.160,108.206.121.108,UDP,62451,60319,1395,RFS,Normal,False
4956,2024-04-13 21:59:10,14.30.205.210,61.34.184.55,TCP,40269,55678,686,FRR,Normal,False
4957,2024-04-13 12:11:50,43.23.3.8,186.36.71.239,UDP,7403,48735,584,ASS,Normal,False
4958,2024-04-13 16:47:42,202.219.203.41,53.87.52.45,UDP,9566,65091,482,SAF,Normal,False
